SampleID,Site,Datetime,doy,yearS,Temperature,DO_mgl,DO_perctsat,SpC_field,pH_field,pH_lab,ANC_H,ANC_CACO3,SpC_lab,Fl,Chloride,Br,Nitrate,Phosphate_P,Sulfate,Ammonium_N,Nitrate_plus_Nitrite_N,TP,TN,P_PO4,Al,Ca,Fe,K,Mg,Mn,Na,Si,Sr,DOC,FInew,Abs254,FDOM_lab,HIX,SlopeRatio,pnum,pdenom,Fmax370,MaxFluor313,T280,FAem,FAex,HAem,HAex,Beta1,Alpha,Freshness_Index,d2H,d18O,d17O,F_Modern,Fm_Err,Age,Age_Err,d13C,d13C_Source,D14C,DOC_Conc,Fluoresence_Index,Peak_370,TDS,Turbidity,As,Ba,Cr,Cu,Mo,Ni,Pb,Sb,Se,V,Zn
NA,tundra_west,2016-07-14T23:44:00Z,196,2016,15.5,NA,NA,17,6.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.93,-15.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2016-07-15T19:54:00Z,197,2016,3.5,NA,NA,18,7.7,NA,NA,NA,NA,NA,0,NA,NA,NA,12.45,NA,NA,NA,NA,NA,0.08925,4.27581,0,0.92304,0.1601,0.00481,1.25294,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.3,-16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.00125,0.00342,0,0.00212,2.3e-4,7.6e-4,3.1e-4,2e-4,0,2.5e-4,0.03772
NA,supraglacial,2016-07-15T22:17:00Z,197,2016,0.2,NA,NA,1,7.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.33,-15.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2016-07-16T00:16:00Z,197,2016,3,NA,NA,15,7.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120.58,-16.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,cabin_groundwater,2016-07-16T16:06:00Z,198,2016,12.9,NA,NA,120,7.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.83,-16.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,lake_inlet,2016-07-16T17:56:00Z,198,2016,10.3,NA,NA,22,8.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.41,-15.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2016-07-16T19:40:00Z,198,2016,1.7,NA,NA,13,8.24,NA,NA,NA,NA,NA,0.33,NA,0.25,NA,2.96,NA,NA,NA,NA,NA,0.25955,3.08188,0.30867,0.08648,0.1569,0.00743,0.21702,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120.46,-16.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.0017,0.0029,0,0,0,0.00108,0,0,0,0,0.00579
NA,tundra_waterfall,2016-07-16T19:59:00Z,198,2016,16.3,NA,NA,49,8.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.76,-15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,supraglacial,2016-07-16T20:57:00Z,198,2016,0.2,NA,NA,1,7.05,NA,NA,NA,NA,NA,0.78,NA,0.01,NA,10.53,NA,NA,NA,NA,NA,0.01993,0.83576,0,0,0,0,0,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.79,-15.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1.6e-4,0.00101,0,0,0,0,0,0,0,0,0.00564
NA,ground_seep,2016-07-16T23:00:00Z,198,2016,24.9,NA,NA,86,8.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.11,-14.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,lake_inlet,2016-07-17T17:08:00Z,199,2016,9.7,NA,NA,21,7.71,NA,NA,NA,NA,NA,0,NA,NA,NA,1.02,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.15679,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.04,-14.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0,0,0,0,0,0,0,0,0,0,0
NA,terminus,2016-07-17T18:37:00Z,199,2016,1.7,NA,NA,14,8.31,NA,NA,NA,NA,NA,0.31,NA,0.31,NA,2.68,NA,NA,NA,NA,NA,0.17931,3.35553,0.25864,0.08712,0.14014,0.00761,0.17707,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.87,-16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.00126,0.00346,0,0,0,0.00109,0,0,0,0,0.00341
NA,tundra_waterfall,2016-07-17T21:08:00Z,199,2016,16.3,NA,NA,49,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.39,-15.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,supraglacial,2016-07-17T21:59:00Z,199,2016,0.2,NA,NA,1,6.7,NA,NA,NA,NA,NA,0.63,NA,0.2,NA,0.98,NA,NA,NA,NA,NA,0.02105,0.80476,0,0.30156,0,0,0.16952,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.24,-15.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.00118,0,0,0,0,0,0,0,0,0.02913
NA,cabin_stream,2016-07-18T00:54:00Z,199,2016,10.4,NA,NA,34,7.64,NA,NA,NA,NA,NA,0,NA,0.29,NA,2.85,NA,NA,NA,NA,NA,0.05147,5.51138,0,0,0.15771,0,0.3393,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.06,-15.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,5.2e-4,0.00276,0,0,0,0,0,0,0,0,0.00437
NA,cabin_groundwater,2016-07-18T02:54:00Z,199,2016,17.5,NA,NA,131,7.53,NA,NA,NA,NA,NA,0,NA,0,NA,1.27,NA,NA,NA,NA,NA,0.03088,20.17777,0,0.30135,0.74786,0,1.0302,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120.37,-16.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,0.09794,0.00969,0,8.9e-4,9.5e-4,5.4e-4,0,0.00175,7e-4,1.3e-4,0.0186
NA,lake_inlet,2016-07-18T17:46:00Z,200,2016,10.6,NA,NA,23,7.47,NA,NA,NA,NA,NA,0,NA,NA,NA,44.75,NA,NA,NA,NA,NA,0.04094,4.94782,0,0.15315,0,0,0.36384,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.09,-15.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,0.00464,0.00231,0,0.00144,2.5e-4,0,0,1.8e-4,0,0,0.01174
NA,terminus,2016-07-18T19:46:00Z,200,2016,1.4,NA,NA,13,8.1,NA,NA,NA,NA,NA,0,NA,NA,NA,2.83,NA,NA,NA,NA,NA,0.4951,3.50777,0.3444,0.29971,0.23277,0.01122,0.3203,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120.22,-16.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.00244,0.01131,7.3e-4,0.00213,1.8e-4,0.00128,8.1e-4,1.5e-4,0,0.00117,0.01663
NA,tundra_longlake,2016-07-18T22:12:00Z,200,2016,5.4,NA,NA,11,7.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.29,-15.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,stream_gauge,2016-07-19T18:30:00Z,201,2016,2.3,NA,NA,15,7.96,NA,NA,NA,NA,NA,0.56,NA,0.3,NA,5.18,NA,NA,NA,NA,NA,0.28574,3.94029,0.41458,0.29258,0.20095,0.01236,0.45291,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.83,-16.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.00154,0.00474,9.4e-4,0.00237,0,0.00222,0,0,0,0,0.01135
NA,terminus,2016-07-19T19:51:00Z,201,2016,3,NA,NA,5,7.81,NA,NA,NA,NA,NA,0.4,NA,0.36,NA,5.28,NA,NA,NA,NA,NA,0.33751,4.38811,0.50968,0.25117,0.22928,0.01528,0.35023,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.67,-16.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.00168,0.00542,9.6e-4,0.00334,0,0.00239,7.9e-4,0,0,0,0.009
NA,nellie_juan,2016-07-19T20:06:00Z,201,2016,6.2,NA,NA,28,7.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.21,-15.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2016-08-15T17:25:00Z,228,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.28,NA,2.11,NA,NA,NA,NA,NA,0.24501,2.72196,0.40598,0,0.17844,0.01104,0,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.91,-16.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00112,0.00356,7.6e-4,0,0,0.00135,0,0,0,0,0.00365
NA,tundra_tcamp,2016-08-15T17:45:00Z,228,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.87,-11.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2016-08-16T16:45:00Z,229,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.27,NA,1.56,NA,NA,NA,NA,NA,0.20459,2.0614,0.37703,0,0.13598,0.01017,0,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.39,-16.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00104,0.00335,0,0,0,0.00126,0,0,0,0,0.00265
NA,tundra_tcamp,2016-08-16T22:14:00Z,229,2016,10.9,NA,NA,86,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2016-08-16T23:00:00Z,229,2016,1.4,NA,NA,16,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.72,-17.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2016-08-17T02:00:00Z,229,2016,1.4,NA,NA,16,8.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.29,-15.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,tundra_tcamp,2016-08-17T02:10:00Z,229,2016,10.7,NA,NA,91,8.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,tundra_tcamp,2016-08-17T17:45:00Z,230,2016,10.2,NA,NA,101,8.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2016-08-17T18:00:00Z,230,2016,1.7,NA,NA,17,8.92,NA,NA,NA,NA,NA,0,NA,0.26,NA,2.77,NA,NA,NA,NA,NA,0.16487,3.27348,0.284,0.05727,0.15667,0.00837,0,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.33,-15.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.00115,0.00382,0,0,0,0.00115,0,0,0,0,0.00401
NA,tundra_tcamp,2016-08-17T22:45:00Z,230,2016,10.9,NA,NA,66,8.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2016-08-17T23:00:00Z,230,2016,2.6,NA,NA,30,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.03,-15.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,tundra_tcamp,2016-08-18T01:45:00Z,230,2016,10.9,NA,NA,78,7.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2016-08-18T02:00:00Z,230,2016,2,NA,NA,25,8.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.42,-14.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,tundra_tcamp,2016-08-18T17:45:00Z,231,2016,9.9,NA,NA,91,8.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2016-08-18T18:00:00Z,231,2016,1.4,NA,NA,16,8.68,NA,NA,NA,NA,NA,0,NA,NA,NA,16.56,NA,NA,NA,NA,NA,0.30096,3.85722,0.26991,0.12725,0.20766,0.00812,0,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.98,-16.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.00151,0.00735,0,0.00117,2.2e-4,7.2e-4,3.7e-4,2.2e-4,0,7.6e-4,0.00286
NA,tundra_tcamp,2016-08-18T22:44:00Z,231,2016,12.3,NA,NA,94,8.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2016-08-18T23:00:00Z,231,2016,1.9,NA,NA,21,8.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.06,-14.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus_gw,2016-08-18T23:11:00Z,231,2016,11.4,NA,NA,265,8.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,tundra_tcamp2,2016-08-18T23:20:00Z,231,2016,11.8,NA,NA,124,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,tundra_tcamp,2016-08-19T01:45:00Z,231,2016,13.4,NA,NA,97,8.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2016-08-19T02:00:00Z,231,2016,1.8,NA,NA,17,8.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.88,-15.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,tundra_tcamp,2016-08-19T17:50:00Z,232,2016,10.3,NA,NA,113,8.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.87,-12.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2016-08-19T18:00:00Z,232,2016,1.9,NA,NA,20,8.97,NA,NA,NA,NA,NA,0,NA,0.3,NA,2.68,NA,NA,NA,NA,NA,0.1594,3.13688,0.25686,0,0.15322,0.00852,0,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120.03,-16.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.00112,0.00335,0,0,0,0.001,0,0,0,0,0.00197
NA,tundra_tcamp,2016-08-19T22:45:00Z,232,2016,11.4,NA,NA,118,7.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-89.21,-12.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2016-08-19T23:00:00Z,232,2016,1.6,NA,NA,19,8.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120.28,-16.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus_gw,2016-08-19T23:05:00Z,232,2016,11,NA,NA,186,7.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,tundra_tcamp2,2016-08-19T23:10:00Z,232,2016,10.1,NA,NA,136,8.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,tundra_tcamp,2016-08-20T01:45:00Z,232,2016,12,NA,NA,123,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-92.18,-12.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2016-08-20T02:00:00Z,232,2016,1.8,NA,NA,20,8.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.94,-16.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,tundra_tcamp,2016-08-20T17:50:00Z,233,2016,10.8,NA,NA,140,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-92.64,-12.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
