SampleID,Site,Datetime,doy,yearS,Temperature,SpC,DO,pH,TDS,Turbidity,ANC_H,ANC_CACO3,Al,Ca,Fe,K,Mg,Mn,Na,Si,Sr,Fl,Chloride,Br,Nitrate,Phosphate_P,Sulfate,Ammonium_N,Nitrate_plus_Nitrite_N,TP,TN,DOC,FI,HIX,FDOM_lab,d2H,d18O,As,Ba,Cr,Cu,Mo,Ni,Pb,Sb,Se,V,Zn
WG0137,Forest,2021-07-02T01:30:00Z,182,2021,NA,35.51,NA,6.11,NA,NA,326.04,16.32,0.01,6.62,0,0.03,0.22,0,0.46,0.92,0.04,0.01,0.4,0,0,0.01,1.67,NA,NA,NA,NA,0.72,1.26,0.56,2.91,-110.204,-15.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0138,Nellie_Juan,2021-07-02T02:10:00Z,182,2021,NA,38.72,NA,6.1,NA,NA,264.03,13.21,0.01,6.86,0,0.08,0.37,0,0.43,0.51,0.04,0.01,0.39,0,0.02,0,5.08,NA,NA,NA,NA,0.41,1.25,0.82,0.77,-122.072,-16.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0141,Nellie_Juan,2021-09-07T20:05:00Z,250,2021,NA,41.75,NA,6.09,NA,NA,264.11,13.22,0.01,8.19,0,0.11,0.47,0,0.44,0.5,0.05,0.01,0.25,0,0.01,0,6.97,0,0,0,0.02,0.34,1.4,0.83,0.53,-120.062,-16.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0142,Forest,2021-09-07T22:10:00Z,250,2021,NA,59.27,NA,6.5,NA,NA,560.98,28.07,0.02,11.93,0,0.03,0.41,0,0.82,1.59,0.07,0.01,0.53,0.05,0,0,2.47,0,0,0,0.03,1.22,1.34,0.91,7.13,-111.764,-15.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0143,shrub_creek,2021-09-08T00:01:00Z,250,2021,NA,61.16,NA,6.88,NA,NA,518.05,25.93,0.01,12.2,0,0,0.26,0,0.58,1.27,0.06,0.01,0.15,0.04,0.02,0.02,4.3,0,0.01,0.01,0.04,0.71,1.47,0.93,4.35,-123.063,-16.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0144,stream_gauge,2021-09-08T01:00:00Z,250,2021,NA,13.62,NA,5.95,NA,NA,78.75,3.94,0,4.39,0,0.02,0.21,0,0.16,0.14,0.02,0,0.09,0.05,0.01,0,4.21,0,0,0,0.01,0.27,1.56,0.51,0.33,-124.623,-16.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0145,glacier_hut,2021-09-08T18:40:00Z,251,2021,NA,20.99,NA,6,NA,NA,162.29,8.12,0,3.99,0,0,0.1,0,0.11,0.27,0.02,0,0.04,0.05,0,0,1.88,0,0,0,0,0.21,1.27,0.55,0.19,-123.826,-16.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0105,glacier_hut,2021-09-11T03:05:00Z,253,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,0.27,5.06,-121.749,-16.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0149,Nellie_Juan,2021-09-27T00:05:00Z,269,2021,NA,67.42,NA,6.18,NA,NA,455.16,22.78,0.01,12.26,0,0.14,0.64,0,0.69,1.02,0.07,0,0.59,0,0.06,0,9.36,0,0.04,0,0.05,0.64,1.3,0.86,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0150,Forest,2021-09-27T01:48:00Z,269,2021,NA,52.34,NA,6.24,NA,NA,474.08,23.73,0.03,10.08,0.01,0.08,0.38,0,0.79,1.67,0.06,0,0.73,0,0,0,1.95,0,0,0,0.03,1.98,1.34,0.88,10.02,-111.05,-15.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0155,Terminus,2021-09-28T22:03:00Z,271,2021,NA,61.08,NA,6.14,NA,NA,322.23,16.13,0.01,10.54,0,0.06,0.52,0,0.45,0.38,0.06,0,0.25,0,0.01,0,11.43,0,0.01,0.01,0.01,0.14,1.54,0.08,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0152,Tundra,2021-09-28T23:14:00Z,271,2021,NA,37.61,NA,6.15,NA,NA,293.58,14.69,0,6.68,0,0,0.18,0,0.47,0.94,0.04,0,0.3,0,0,0,2.88,0,0,0,0.01,0.52,1.28,0.63,1.75,-126.29,-17.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0157,lake_inlet,2021-09-29T02:16:00Z,271,2021,NA,52.55,NA,6.24,NA,NA,440.07,22.02,0.01,9.69,0,0.03,0.19,0,0.53,1.55,0.05,0,0.33,0,0,0,3.24,0,0,0,0.01,0.69,1.38,0.88,3.6,-116.9,-15.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0154,shrub_creek,2021-09-29T19:20:00Z,272,2021,NA,64.52,NA,6.35,NA,NA,542.06,27.13,0,12.48,0,0.04,0.28,0,0.55,1.38,0.06,0,0.33,0,0.05,0,4.03,0,0.04,0.01,0.06,0.66,1.44,0.1,5.09,-127.79,-17.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0153,stream_gauge,2021-09-29T19:25:00Z,272,2021,NA,69.16,NA,6.21,NA,NA,405.5,20.29,0.01,12.14,0,0.08,0.47,0,0.44,0.45,0.07,0,0.29,0,0.01,0,12.08,0,0,0,0.01,0.29,1.58,0.23,0.73,-117.75,-14.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0162,shrub_creek,2021-10-25T19:00:00Z,298,2021,NA,48.13,NA,6.27,NA,NA,448.94,22.47,0.01,9.92,0,0.05,0.23,0,0.46,1.41,0.05,0.02,0.44,0,0.17,0.01,2.88,0,0.18,0.03,0.2,1.15,1.38,0.96,8.35,-126.35,-16.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0163,stream_gauge,2021-10-25T20:00:00Z,298,2021,NA,67.03,NA,6.39,NA,NA,537.41,26.89,0.01,13.5,0.01,0.09,0.37,0,0.46,0.76,0.07,0.02,0.34,0,0.02,0,9.29,0,0,0.03,0,0.46,1.37,0.89,2.61,-127.97,-17.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0170,Forest,2022-05-04T20:15:00Z,124,2022,NA,34.41,NA,5.87,NA,NA,242.66,12.14,0.06,5.84,0.01,0.01,0.27,0,0.7,1.16,0.04,0,1.64,0,0.07,0,1.22,0,0,0.004835,0.024082,2.61,1.27,0.95,20.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0171,Nellie_Juan,2022-05-04T23:45:00Z,124,2022,NA,52.37,NA,5.84,NA,NA,416.22,20.83,0.03,9.46,0.01,0.13,0.44,0,0.64,1.14,0.05,0,0.76,0,0.19,0.01,4.75,0,0.18,0.004304,0.209268,1.89,1.3,0.94,10.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0184,stream_gauge,2022-05-10T21:50:00Z,130,2022,NA,72.65,NA,6.02,NA,NA,596.09,29.83,0.01,14.37,0,0.1,0.36,0,0.58,0.95,0.08,0,0.46,0,0.3,0,6.67,0,0.32,0.004935,0.334677,0.7,1.38,0.58,7.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0185,shrub_creek,2022-05-10T23:00:00Z,130,2022,NA,59.5,NA,6.06,NA,NA,501.82,25.11,0.01,11.89,0,0.07,0.28,0,0.56,1.36,0.06,0,0.38,0,0.58,0,3.29,0,0.61,0.005168,0.644132,1.55,1.35,0.5,12.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0186,Tundra,2022-05-11T21:00:00Z,131,2022,NA,48.86,NA,6.07,NA,NA,427.58,21.4,0,9.46,0,0.03,0.24,0,0.7,1.41,0.06,0,0.46,0,0.04,0,3.64,0,0.01,0.004984,0.037556,0.54,1.37,0.77,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0187,shrub_creek,2022-06-25T19:45:00Z,176,2022,NA,28.82,NA,5.95,NA,NA,231.27,11.57,0,4.94,0,0,0.15,0,0.31,0.71,0.02,0,0.37,0,0.01,0,1.87,0,NA,0.0051919999999999996,0.00177,0.95,1.33,0.87,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0188,stream_gauge,2022-06-25T21:10:00Z,176,2022,NA,27.59,NA,5.85,NA,NA,193.43,9.68,0.04,4.92,0.02,0.03,0.21,0,0.23,0.29,0.03,0.01,0.43,0,0.01,0,3.47,0,NA,0.007195,0.01454,0.73,1.26,0.54,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0189,Forest,2022-07-06T18:45:00Z,187,2022,NA,38.84,NA,6.04,NA,NA,367.83,18.41,0.01,7.19,0,0.04,0.25,0,0.45,0.91,0.04,0.01,0.41,0,0,0.02,1.94,0,NA,0.006001,0.01294,0.97,1.28,0.87,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0190,Nellie_Juan,2022-07-06T21:00:00Z,187,2022,NA,35.65,NA,5.95,NA,NA,255.36,12.78,0.05,6.36,0.03,0.09,0.36,0,0.35,0.57,0.04,0.01,0.2,0,0.01,0,4.73,0,NA,0.004113,0,0.63,1.25,0.72,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0191,Tundra,2022-07-06T21:55:00Z,187,2022,NA,15.97,NA,5.79,NA,NA,128.95,6.45,0.01,2.64,0,0.02,0.08,0,0.18,0.42,0.02,0.01,0.08,0,0,0,1.06,0,NA,0.00437,0,0.72,1.17,0.74,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0194,Forest,2022-08-04T19:00:00Z,216,2022,NA,58.4,NA,6.13,NA,NA,561.5,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.34,0,0,0,2.44,0,NA,0.003361,0.022494,0.9063,1.43,0.93,6.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0193,Nellie_Juan,2022-08-04T21:22:00Z,216,2022,NA,NA,NA,6.226,NA,NA,242.94,12.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.14,0,0.01,0,4.37,0,NA,0.004755,0,0.2147,1.37,0.44,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0195,Tundra,2022-08-05T22:00:00Z,217,2022,NA,19.8,NA,5.902,NA,NA,169.62,8.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.09,0,0,0,1.47,0,NA,0.004274,0,0.35,1.76,0.87,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0197,glacier_hut,2022-08-06T19:45:00Z,218,2022,NA,NA,NA,5.846,NA,NA,185.86,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0,0,0,1.66,0,NA,0.005081,0,0.1998,2.52,0.72,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0198,Terminus,2022-08-06T19:47:00Z,218,2022,NA,NA,NA,6.004,NA,NA,331.81,16.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.41,0,0,0,6.5,0,NA,0.005638,0.001326,0.2222,1.72,0.55,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0199,lake_inlet,2022-08-06T23:30:00Z,218,2022,11.1,50.9,NA,6.113,NA,NA,462.2,23.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.14,0,0,0,2.67,0,NA,0.005727,0.012483,0.7532,1.5,0.95,5.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0205,shrub_creek,2022-09-02T21:00:00Z,245,2022,8.8,52.3,NA,6.604,NA,NA,482.49,24.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.09,0,0.04,0,2.92,0,NA,0.003878,0.069541,0.9955,1.43,0.96,8.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0206,stream_gauge,2022-09-02T22:00:00Z,245,2022,1.6,25.8,NA,5.772,NA,NA,169.44,8.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.06,0,0,0,3.42,0,NA,0.005854,0.0019,0.1526,1.17,0.51,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0208,Nellie_Juan,2022-09-03T01:00:00Z,245,2022,7.2,41.6,NA,5.836,NA,NA,279.98,14.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.14,0,0.01,0,5.77,0,NA,0.005303,0.016953,0.2154,1.87,0.77,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0209,Forest,2022-09-03T02:00:00Z,245,2022,NA,NA,NA,6.043,NA,NA,436.68,21.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.4,0,0,0,1.54,0,NA,0.005954,0.02867,2.221,1.26,0.96,12.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0210,Terminus,2022-09-03T20:30:00Z,246,2022,0.9,12.9,NA,6.02,NA,NA,502.11,25.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.46,0,0,0,7.45,0,NA,0.005402,0,0.2451,1.55,0.67,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0214,Tundra,2022-09-03T22:10:00Z,246,2022,9.2,30.4,NA,5.994,NA,NA,265.15,13.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.11,0,0,0,1.96,0,NA,0.002327,0.009742,0.5002,1.28,0.91,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0216,glacier_hut,2022-09-04T00:50:00Z,246,2022,1.9,17.8,NA,5.951,NA,NA,249.65,12.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.05,0,0,0,2.59,0,NA,0.003125,0,0.1441,1.36,0.59,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0222,lake_inlet,2022-09-06T02:55:00Z,248,2022,13.2,46.7,NA,6.105,NA,NA,442.65,22.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.18,0,0,0,2.54,0,NA,0.006446,0.01821,0.8882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0231,glacier_hut,2022-09-06T18:00:00Z,249,2022,NA,NA,NA,6.11,NA,NA,307.45,15.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.97,2.03,0.43,1.04,2,0,NA,0.005449,0,0.1037,1.95,0.6,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0362,shrub_creek,2022-10-07T23:00:00Z,280,2022,NA,50.49,NA,5.945,NA,NA,495.55,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.24,0,0.1,0,3.01,0,NA,0.004276,0.112624,0.9037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0363,stream_gauge,2022-10-08T00:00:00Z,280,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.21,0,0,0,6.13,0,NA,0.003978,0.039691,0.3716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0365,shrub_creek,2022-10-14T17:50:00Z,287,2022,NA,55.65,NA,6.048,NA,NA,544.58,27.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.25,0,0.14,0,3.31,0,NA,0.0037,0.147841,0.8371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0366,stream_gauge,2022-10-14T18:15:00Z,287,2022,NA,53.44,NA,5.989,NA,NA,326.68,16.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.18,0,0.02,0,10.12,0,NA,0.002825,0,0.1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0368,Nellie_Juan,2022-10-14T21:45:00Z,287,2022,NA,61.2,NA,6.03,NA,NA,426.52,21.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.33,0,0.06,0,9.53,0,NA,0.004894,0.052502,0.2636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0369,Forest,2022-10-14T23:05:00Z,287,2022,NA,55.62,NA,6.212,NA,NA,558.02,27.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.62,0,0,0,1.93,0,NA,0.00721,0.006762,1.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
